,AHU: Supply Air Temperature,AHU: Supply Air Temperature Heating Set Point,AHU: Supply Air Temperature Cooling Set Point,AHU: Outdoor Air Temperature,AHU: Mixed Air Temperature,AHU: Supply Air Fan Speed Control Signal,AHU: Outdoor Air Damper Control Signal,AHU: Return Air Damper Control Signal,AHU: Exhaust Air Damper Control Signal,AHU: Cooling Coil Valve Control Signal,AHU: Heating Coil Valve Control Signal,Occupancy Mode Indicator,Fault Detection Ground Truth
2170,63.74,53.04,63.11,65.27,65.99,0.45,1.0,0.0,0.9,0.19,0.0,1,0
2171,63.87,53.04,63.21,65.14,65.88,0.46,1.0,0.0,0.9,0.19,0.0,1,0
2172,64.03,53.04,63.57,65.14,65.88,0.45,1.0,0.0,0.9,0.19,0.0,1,0
2173,64.17,53.04,63.53,65.25,65.9,0.45,1.0,0.0,0.9,0.19,0.0,1,0
2174,64.28,53.04,63.83,65.16,65.9,0.45,1.0,0.0,0.9,0.2,0.0,1,0
2175,64.38,53.04,63.68,65.27,65.75,0.47,1.0,0.0,0.9,0.19,0.0,1,0
2176,64.46,53.04,63.89,64.65,65.72,0.45,1.0,0.0,0.9,0.2,0.0,1,0
2177,64.51,53.04,63.89,65.05,65.79,0.45,1.0,0.0,0.9,0.21,0.0,1,0
2178,64.57,53.04,63.77,65.41,65.96,0.44,1.0,0.0,0.9,0.21,0.0,1,0
2179,64.6,53.04,63.75,65.89,66.14,0.43,1.0,0.0,0.9,0.21,0.0,1,0
2180,64.65,53.04,63.74,65.4,65.99,0.47,1.0,0.0,0.9,0.21,0.0,1,0
2181,64.73,53.04,63.87,64.93,65.86,0.46,1.0,0.0,0.9,0.21,0.0,1,0
2182,64.77,53.04,63.79,64.96,65.74,0.46,1.0,0.0,0.9,0.22,0.0,1,0
2183,64.81,53.04,63.88,64.95,65.76,0.46,1.0,0.0,0.9,0.22,0.0,1,0
2184,64.82,53.04,64.12,65.25,65.85,0.44,1.0,0.0,0.9,0.22,0.0,1,0
2185,64.83,53.04,64.09,65.61,66.01,0.43,1.0,0.0,0.9,0.21,0.0,1,0
2186,64.83,53.04,64.35,65.86,66.24,0.41,1.0,0.0,0.9,0.2,0.0,1,0
2187,64.84,53.04,64.4,66.09,66.3,0.43,1.0,0.0,0.9,0.2,0.0,1,0
2188,64.89,53.04,64.52,65.55,66.29,0.42,1.0,0.0,0.9,0.2,0.0,1,0
2189,64.92,53.04,64.61,65.96,66.22,0.43,1.0,0.0,0.9,0.19,0.0,1,0
2190,64.96,53.04,64.91,65.21,65.98,0.46,1.0,0.0,0.9,0.18,0.0,1,0
2191,65.02,53.04,65.07,64.88,65.88,0.44,1.0,0.0,0.9,0.17,0.0,1,0
2192,65.07,53.04,65.22,65.11,65.82,0.45,1.0,0.0,0.9,0.17,0.0,1,0
2193,65.13,53.04,65.33,65.09,65.84,0.44,1.0,0.0,0.9,0.16,0.0,1,0
2194,65.21,53.04,65.59,65.4,65.89,0.44,1.0,0.0,0.9,0.16,0.0,1,0
2195,65.3,53.04,65.88,65.1,65.88,0.43,1.0,0.0,0.9,0.15,0.0,1,0
2196,65.42,53.04,65.86,65.43,65.82,0.45,1.0,0.0,0.9,0.15,0.0,1,0
2197,65.57,53.04,66.32,64.68,65.65,0.46,1.0,0.0,0.9,0.14,0.0,1,0
2198,65.72,53.04,66.34,64.59,65.48,0.46,1.0,0.0,0.9,0.14,0.0,1,0
2199,65.85,53.04,66.68,64.47,65.37,0.46,1.0,0.0,0.9,0.14,0.0,1,0
2200,65.94,53.04,66.84,64.47,65.4,0.45,1.0,0.0,0.9,0.12,0.0,1,0
2201,66.01,53.04,67.02,64.92,65.4,0.46,1.0,0.0,0.9,0.11,0.0,1,0
2202,66.07,53.04,67.58,64.48,65.37,0.46,1.0,0.0,0.9,0.11,0.0,1,0
2203,66.1,53.04,67.85,64.54,65.37,0.45,1.0,0.0,0.9,0.09,0.0,1,0
2204,66.14,53.04,68.27,64.9,65.43,0.44,1.0,0.0,0.9,0.08,0.0,1,0
2205,66.17,53.04,68.1,65.01,65.47,0.44,1.0,0.0,0.9,0.07,0.0,1,0
2206,66.2,53.04,68.39,64.87,65.47,0.44,1.0,0.0,0.9,0.05,0.0,1,0
2207,66.24,53.04,68.7,64.78,65.39,0.45,1.0,0.0,0.9,0.05,0.0,1,0
2208,66.26,53.04,68.93,64.49,65.29,0.46,1.0,0.0,0.9,0.04,0.0,1,0
2209,66.29,53.04,69.24,64.39,65.29,0.45,1.0,0.0,0.9,0.03,0.0,1,0
2210,66.31,53.04,69.03,64.55,65.31,0.45,1.0,0.0,0.9,0.02,0.0,1,0
2211,66.3,53.04,69.44,64.87,65.34,0.45,1.0,0.0,0.9,0.02,0.0,1,0
2212,66.31,53.04,69.09,64.71,65.4,0.43,1.0,0.0,0.9,0.0,0.0,1,0
2213,66.31,53.04,69.56,64.94,65.35,0.45,1.0,0.0,0.9,0.0,0.0,1,0
2214,66.33,53.04,69.57,64.38,65.23,0.45,1.0,0.0,0.9,0.0,0.0,1,0
2215,66.34,53.04,69.83,64.38,65.24,0.45,1.0,0.0,0.9,0.0,0.0,1,0
2216,66.34,53.04,69.95,64.74,65.26,0.45,1.0,0.0,0.9,0.0,0.0,1,0
2217,66.34,53.04,70.06,64.6,65.29,0.45,1.0,0.0,0.9,0.0,0.0,1,0
2218,66.34,53.04,69.97,64.63,65.37,0.44,1.0,0.0,0.9,0.0,0.0,1,0
2219,66.34,53.04,70.11,64.92,65.42,0.44,1.0,0.0,0.9,0.0,0.0,1,0
2220,66.36,53.04,70.21,64.86,65.44,0.44,1.0,0.0,0.9,0.0,0.0,1,0
2221,66.37,53.04,70.29,64.79,65.48,0.44,1.0,0.0,0.9,0.0,0.0,1,0
2222,66.39,53.04,70.35,65.11,65.6,0.43,1.0,0.0,0.9,0.0,0.0,1,0
2223,66.41,53.04,70.51,65.46,65.75,0.42,1.0,0.0,0.9,0.0,0.0,1,0
2224,66.45,53.04,70.29,65.44,65.78,0.43,1.0,0.0,0.9,0.0,0.0,1,0
2225,66.5,53.04,70.59,65.09,65.73,0.44,1.0,0.0,0.9,0.0,0.0,1,0
2226,66.54,53.04,70.65,65.16,65.78,0.43,1.0,0.0,0.9,0.0,0.0,1,0
2227,66.57,53.04,70.84,65.37,65.89,0.42,1.0,0.0,0.9,0.0,0.0,1,0
2228,66.61,53.04,70.82,65.56,65.96,0.42,1.0,0.0,0.9,0.0,0.0,1,0
2229,66.65,53.04,70.82,65.48,65.95,0.43,1.0,0.0,0.9,0.0,0.0,1,0
2230,66.7,53.04,70.82,65.28,65.91,0.44,1.0,0.0,0.9,0.0,0.0,1,0
2231,66.75,53.04,70.79,65.39,65.98,0.43,1.0,0.0,0.9,0.0,0.0,1,0
2232,66.77,53.04,70.53,65.61,65.99,0.44,1.0,0.0,0.9,0.0,0.0,1,0
2233,66.8,53.04,70.73,65.13,65.78,0.46,1.0,0.0,0.9,0.0,0.0,1,0
2234,66.84,53.04,70.36,64.76,65.69,0.45,1.0,0.0,0.9,0.0,0.0,1,0
2235,66.83,53.04,70.75,65.11,65.84,0.43,1.0,0.0,0.9,0.0,0.0,1,0
2236,66.82,53.04,70.44,65.79,66.09,0.42,1.0,0.0,0.9,0.0,0.0,1,0
2237,66.83,53.04,70.68,66.2,66.28,0.42,1.0,0.0,0.9,0.0,0.0,1,0
2238,66.87,53.04,70.33,65.82,66.35,0.42,1.0,0.0,0.9,0.0,0.0,1,0
2239,66.92,53.04,70.02,66.33,66.61,0.4,1.0,0.0,0.9,0.0,0.0,1,0
2240,66.97,53.04,69.95,66.67,66.72,0.41,1.0,0.0,0.9,0.0,0.0,1,0
2241,67.06,53.04,69.92,66.2,66.63,0.43,1.0,0.0,0.9,0.0,0.0,1,0
2242,67.15,53.04,69.58,65.75,66.49,0.44,1.0,0.0,0.9,0.0,0.0,1,0
2243,67.22,53.04,69.43,65.68,66.44,0.44,1.0,0.0,0.9,0.0,0.0,1,0
2244,67.26,53.04,69.08,65.98,66.61,0.42,1.0,0.0,0.9,0.0,0.0,1,0
2245,67.29,53.04,68.78,66.47,66.86,0.4,1.0,0.0,0.9,0.0,0.0,1,0
2246,67.34,53.04,68.65,66.9,66.95,0.42,1.0,0.0,0.9,0.0,0.0,1,0
2247,67.41,53.04,68.31,66.25,66.78,0.43,1.0,0.0,0.9,0.0,0.0,1,0
2248,67.46,53.04,68.04,65.73,66.47,0.46,1.0,0.0,0.9,0.0,0.0,1,0
2249,67.5,53.04,67.81,65.31,66.22,0.47,1.0,0.0,0.9,0.0,0.0,1,0
2250,67.51,53.04,67.69,65.06,66.16,0.46,1.0,0.0,0.9,0.02,0.0,1,0
2251,67.48,53.04,67.37,65.85,66.36,0.44,1.0,0.0,0.9,0.02,0.0,1,0
2252,67.45,53.04,67.18,66.03,66.47,0.45,1.0,0.0,0.9,0.03,0.0,1,0
2253,67.46,53.04,66.92,65.86,66.48,0.45,1.0,0.0,0.9,0.04,0.0,1,0
2254,67.47,53.04,66.82,65.97,66.51,0.45,1.0,0.0,0.9,0.05,0.0,1,0
2255,67.48,53.04,66.45,65.86,66.5,0.45,1.0,0.0,0.9,0.06,0.0,1,0
2256,67.48,53.04,66.22,65.8,66.39,0.46,1.0,0.0,0.9,0.08,0.0,1,0
2257,67.49,53.04,65.92,65.75,66.35,0.47,1.0,0.0,0.9,0.1,0.0,1,0
2258,67.51,53.04,65.53,65.74,66.42,0.46,1.0,0.0,0.9,0.11,0.0,1,0
2259,67.51,53.04,65.39,66.05,66.59,0.44,1.0,0.0,0.9,0.13,0.0,1,0
2260,67.51,53.04,64.93,66.29,66.64,0.45,1.0,0.0,0.9,0.14,0.0,1,0
2261,67.53,53.04,64.84,66.25,66.7,0.45,1.0,0.0,0.9,0.16,0.0,1,0
2262,67.58,53.04,64.61,66.26,66.74,0.45,1.0,0.0,0.9,0.17,0.0,1,0
2263,67.6,53.04,64.42,66.19,66.71,0.46,1.0,0.0,0.9,0.19,0.0,1,0
2264,67.62,53.04,64.18,66.13,66.61,0.47,1.0,0.0,0.9,0.2,0.0,1,0
2265,67.65,53.04,63.99,65.6,66.35,0.48,1.0,0.0,0.9,0.21,0.0,1,0
2266,67.63,53.04,63.8,65.47,66.26,0.48,1.0,0.0,0.9,0.23,0.0,1,0
2267,67.56,53.04,63.6,65.63,66.31,0.47,1.0,0.0,0.9,0.23,0.0,1,0
2268,67.44,53.04,63.59,65.74,66.29,0.48,1.0,0.0,0.9,0.24,0.0,1,0
2269,67.31,53.04,63.18,65.27,66.16,0.48,1.0,0.0,0.9,0.24,0.0,1,0
2270,67.13,53.04,63.42,65.26,66.18,0.48,1.0,0.0,0.9,0.25,0.0,1,0
2271,66.95,53.04,62.9,65.76,66.35,0.46,1.0,0.0,0.9,0.26,0.0,1,0
2272,66.76,53.04,62.61,66.1,66.52,0.45,1.0,0.0,0.9,0.27,0.0,1,0
2273,66.65,53.04,62.49,66.15,66.52,0.47,1.0,0.0,0.9,0.28,0.0,1,0
2274,66.61,53.04,62.18,65.71,66.29,0.48,1.0,0.0,0.9,0.29,0.0,1,0
2275,66.57,53.04,62.0,65.27,66.13,0.49,1.0,0.0,0.9,0.3,0.0,1,0
2276,66.39,53.04,61.75,65.58,66.3,0.46,1.0,0.0,0.9,0.31,0.0,1,0
2277,65.98,53.04,61.5,65.95,66.39,0.47,1.0,0.0,0.9,0.31,0.0,1,0
2278,65.44,53.04,61.3,65.7,66.41,0.47,1.0,0.0,0.9,0.29,0.0,1,0
2279,64.85,53.04,61.48,65.84,66.42,0.46,1.0,0.0,0.9,0.27,0.0,1,0
2280,64.28,53.04,61.37,65.78,66.33,0.47,1.0,0.0,0.9,0.25,0.0,1,0
2281,63.85,53.04,61.57,65.72,66.4,0.46,1.0,0.0,0.9,0.22,0.0,1,0
2282,63.63,53.04,61.72,65.99,66.44,0.46,1.0,0.0,0.9,0.21,0.0,1,0
2283,63.58,53.04,61.62,65.64,66.24,0.48,1.0,0.0,0.9,0.2,0.0,1,0
2284,63.66,53.04,61.84,65.38,66.14,0.47,1.0,0.0,0.9,0.2,0.0,1,0
2285,63.77,53.04,61.84,65.51,66.19,0.46,1.0,0.0,0.9,0.2,0.0,1,0
2286,63.93,53.04,62.03,65.55,66.21,0.46,1.0,0.0,0.9,0.2,0.0,1,0
2287,64.09,53.04,62.24,65.82,66.35,0.44,1.0,0.0,0.9,0.21,0.0,1,0
2288,64.22,53.04,62.42,65.98,66.42,0.44,1.0,0.0,0.9,0.21,0.0,1,0
2289,64.34,53.04,62.42,66.08,66.5,0.44,1.0,0.0,0.9,0.21,0.0,1,0
2290,64.45,53.04,62.48,65.86,66.6,0.43,1.0,0.0,0.9,0.23,0.0,1,0
2291,64.54,53.04,62.22,66.63,66.88,0.41,1.0,0.0,0.9,0.24,0.0,1,0
2292,64.61,53.04,61.91,66.84,67.08,0.41,1.0,0.0,0.9,0.27,0.0,1,0
2293,64.67,53.04,61.71,67.08,67.36,0.4,1.0,0.0,0.9,0.29,0.0,1,0
2294,64.62,53.04,61.14,67.29,67.47,0.4,1.0,0.0,0.9,0.32,0.0,1,0
2295,64.37,53.04,60.63,66.92,67.39,0.43,1.0,0.0,0.9,0.35,0.0,1,0
2296,63.88,53.04,59.91,66.95,67.37,0.43,1.0,0.0,0.9,0.36,0.0,1,0
2297,63.17,53.04,59.0,66.62,67.13,0.46,1.0,0.0,0.9,0.36,0.0,1,0
2298,62.38,53.04,58.73,66.07,67.03,0.45,1.0,0.0,0.9,0.35,0.0,1,0
2299,61.68,53.04,58.51,66.61,67.1,0.44,1.0,0.0,0.9,0.32,0.0,1,0
2300,61.14,53.04,58.51,66.49,67.19,0.43,1.0,0.0,0.9,0.3,0.0,1,0
2301,60.82,53.04,58.71,67.19,67.27,0.43,1.0,0.0,0.9,0.28,0.0,1,0
2302,60.7,53.04,58.5,66.68,67.17,0.44,1.0,0.0,0.9,0.29,0.0,1,0
2303,60.67,53.04,58.3,66.61,67.08,0.45,1.0,0.0,0.9,0.28,0.0,1,0
2304,60.7,53.04,58.29,66.61,67.2,0.41,1.0,0.0,0.9,0.29,0.0,1,0
2305,60.69,53.04,58.45,66.78,67.12,0.44,1.0,0.0,0.9,0.3,0.0,1,0
2306,60.7,53.04,58.17,66.79,67.19,0.42,1.0,0.0,0.9,0.3,0.0,1,0
2307,60.7,53.04,58.24,66.73,67.17,0.43,1.0,0.0,0.9,0.32,0.0,1,0
2308,60.72,53.04,57.83,67.02,67.46,0.4,1.0,0.0,0.9,0.33,0.0,1,0
2309,60.69,53.04,57.64,67.54,67.65,0.4,1.0,0.0,0.9,0.35,0.0,1,0
2310,60.6,53.04,57.39,67.81,67.95,0.37,1.0,0.0,0.9,0.34,0.0,1,0
2311,60.43,53.04,57.45,68.11,67.97,0.4,1.0,0.0,0.9,0.35,0.0,1,0
2312,60.23,53.04,57.17,67.22,67.63,0.42,1.0,0.0,0.9,0.34,0.0,1,0
2313,60.1,53.04,57.29,66.94,67.45,0.43,1.0,0.0,0.9,0.34,0.0,1,0
2314,60.0,53.04,57.49,66.89,67.33,0.42,1.0,0.0,0.9,0.34,0.0,1,0
2315,59.92,53.04,57.44,66.74,67.22,0.43,1.0,0.0,0.9,0.32,0.0,1,0
2316,59.86,53.04,57.77,66.56,67.25,0.41,1.0,0.0,0.9,0.31,0.0,1,0
2317,59.81,53.04,58.1,67.24,67.32,0.41,1.0,0.0,0.9,0.3,0.0,1,0
2318,59.78,53.04,58.18,66.9,67.36,0.4,1.0,0.0,0.9,0.29,0.0,1,0
2319,59.76,53.04,58.4,66.96,67.32,0.4,1.0,0.0,0.9,0.28,0.0,1,0
2320,59.8,53.04,58.55,66.93,67.3,0.41,1.0,0.0,0.9,0.28,0.0,1,0
2321,59.88,53.04,58.62,66.78,67.3,0.39,1.0,0.0,0.9,0.28,0.0,1,0
2322,59.93,53.04,58.71,66.69,67.2,0.41,1.0,0.0,0.9,0.29,0.0,1,0
2323,59.99,53.04,58.54,66.8,67.11,0.41,1.0,0.0,0.9,0.28,0.0,1,0
2324,60.04,53.04,58.83,66.21,66.86,0.43,1.0,0.0,0.9,0.27,0.0,1,0
2325,60.09,53.04,59.08,66.01,66.76,0.42,1.0,0.0,0.9,0.27,0.0,1,0
2326,60.17,53.04,59.21,66.29,66.92,0.4,1.0,0.0,0.9,0.27,0.0,1,0
2327,60.19,53.04,59.53,66.84,67.09,0.39,1.0,0.0,0.9,0.26,0.0,1,0
2328,60.21,53.04,59.48,66.87,67.15,0.39,1.0,0.0,0.9,0.26,0.0,1,0
2329,60.26,53.04,59.67,66.9,67.18,0.39,1.0,0.0,0.9,0.26,0.0,1,0
2330,60.27,53.04,59.87,66.56,66.95,0.42,1.0,0.0,0.9,0.25,0.0,1,0
2331,60.31,53.04,60.08,66.14,66.85,0.41,1.0,0.0,0.9,0.25,0.0,1,0
2332,60.38,53.04,60.05,66.49,67.01,0.39,1.0,0.0,0.9,0.25,0.0,1,0
2333,60.45,53.04,60.15,66.83,66.95,0.42,1.0,0.0,0.9,0.25,0.0,1,0
2334,60.52,53.04,60.29,66.18,66.8,0.42,1.0,0.0,0.9,0.25,0.0,1,0
2335,60.58,53.04,60.44,66.41,66.98,0.39,1.0,0.0,0.9,0.24,0.0,1,0
2336,60.63,53.04,60.67,66.89,67.16,0.38,1.0,0.0,0.9,0.23,0.0,1,0
2337,60.73,53.04,60.88,66.91,67.2,0.39,1.0,0.0,0.9,0.24,0.0,1,0
2338,60.86,53.04,60.85,66.92,67.19,0.4,1.0,0.0,0.9,0.25,0.0,1,0
2339,60.99,53.04,60.51,66.5,67.09,0.41,1.0,0.0,0.9,0.26,0.0,1,0
2340,61.13,53.04,60.09,66.63,67.09,0.4,1.0,0.0,0.9,0.29,0.0,1,0
2341,61.25,53.04,59.9,67.1,67.42,0.37,1.0,0.0,0.9,0.31,0.0,1,0
2342,61.23,53.04,59.3,67.92,67.75,0.36,1.0,0.0,0.9,0.33,0.0,1,0
2343,61.08,53.04,59.18,68.18,68.03,0.35,1.0,0.0,0.9,0.35,0.0,1,0
2344,60.83,53.04,58.56,68.47,68.16,0.36,1.0,0.0,0.9,0.37,0.0,1,0
2345,60.42,53.04,57.99,68.22,67.98,0.39,1.0,0.0,0.9,0.38,0.0,1,0
2346,59.95,53.04,57.5,67.19,67.7,0.4,1.0,0.0,0.9,0.38,0.0,1,0
2347,59.51,53.04,57.16,67.3,67.64,0.4,1.0,0.0,0.9,0.38,0.0,1,0
2348,59.12,53.04,56.94,67.37,67.7,0.39,1.0,0.0,0.9,0.38,0.0,1,0
2349,58.79,53.04,56.66,67.89,67.78,0.39,1.0,0.0,0.9,0.37,0.0,1,0
2350,58.53,53.04,56.48,67.25,67.59,0.41,1.0,0.0,0.9,0.36,0.0,1,0
2351,58.38,53.04,56.66,67.38,67.67,0.38,1.0,0.0,0.9,0.36,0.0,1,0
2352,58.26,53.04,56.59,67.63,67.7,0.39,1.0,0.0,0.9,0.35,0.0,1,0
2353,58.16,53.04,56.44,67.56,67.49,0.42,1.0,0.0,0.9,0.35,0.0,1,0
2354,58.11,53.04,56.53,66.43,67.12,0.44,1.0,0.0,0.9,0.34,0.0,1,0
2355,58.14,53.04,56.75,66.53,67.06,0.42,1.0,0.0,0.9,0.34,0.0,1,0
2356,58.11,53.04,56.83,66.55,66.78,0.44,1.0,0.0,0.9,0.33,0.0,1,0
2357,58.17,53.04,57.22,65.56,66.57,0.45,1.0,0.0,0.9,0.32,0.0,1,0
2358,58.27,53.04,57.24,66.27,66.68,0.42,1.0,0.0,0.9,0.31,0.0,1,0
2359,58.3,53.04,57.4,66.37,66.7,0.42,1.0,0.0,0.9,0.31,0.0,1,0
2360,58.34,53.04,58.0,66.26,66.75,0.41,1.0,0.0,0.9,0.3,0.0,1,0
2361,58.37,53.04,57.92,66.36,66.67,0.42,1.0,0.0,0.9,0.29,0.0,1,0
2362,58.37,53.04,58.15,66.07,66.55,0.43,1.0,0.0,0.9,0.29,0.0,1,0
2363,58.41,53.04,58.33,66.2,66.7,0.4,1.0,0.0,0.9,0.28,0.0,1,0
2364,58.48,53.04,58.44,66.88,66.96,0.39,1.0,0.0,0.9,0.27,0.0,1,0
2365,58.6,53.04,58.6,66.68,66.97,0.4,1.0,0.0,0.9,0.27,0.0,1,0
2366,58.75,53.04,59.07,66.72,67.01,0.39,1.0,0.0,0.9,0.27,0.0,1,0
2367,58.93,53.04,58.99,66.76,66.93,0.4,1.0,0.0,0.9,0.27,0.0,1,0
2368,59.09,53.04,59.18,66.37,66.77,0.41,1.0,0.0,0.9,0.27,0.0,1,0
2369,59.24,53.04,59.31,66.19,66.7,0.41,1.0,0.0,0.9,0.26,0.0,1,0
2370,59.35,53.04,59.68,66.32,66.76,0.4,1.0,0.0,0.9,0.26,0.0,1,0
2371,59.46,53.04,59.81,66.45,66.75,0.4,1.0,0.0,0.9,0.25,0.0,1,0
2372,59.6,53.04,60.13,66.25,66.68,0.4,1.0,0.0,0.9,0.25,0.0,1,0
2373,59.74,53.04,60.13,66.14,66.53,0.42,1.0,0.0,0.9,0.24,0.0,1,0
2374,59.87,53.04,60.6,65.86,66.47,0.4,1.0,0.0,0.9,0.23,0.0,1,0
2375,59.99,53.04,60.77,65.86,66.35,0.42,1.0,0.0,0.9,0.23,0.0,1,0
2376,60.12,53.04,61.07,66.01,66.45,0.4,1.0,0.0,0.9,0.22,0.0,1,0
2377,60.29,53.04,61.36,66.13,66.52,0.4,1.0,0.0,0.9,0.22,0.0,1,0
2378,60.52,53.04,61.36,66.1,66.46,0.41,1.0,0.0,0.9,0.22,0.0,1,0
2379,60.75,53.04,61.63,65.64,66.32,0.41,1.0,0.0,0.9,0.22,0.0,1,0
2380,60.93,53.04,61.85,65.98,66.34,0.41,1.0,0.0,0.9,0.23,0.0,1,0
2381,61.08,53.04,61.89,65.63,66.16,0.43,1.0,0.0,0.9,0.22,0.0,1,0
2382,61.23,53.04,62.19,65.55,66.19,0.41,1.0,0.0,0.9,0.21,0.0,1,0
2383,61.34,53.04,62.42,65.9,66.23,0.4,1.0,0.0,0.9,0.21,0.0,1,0
2384,61.43,53.04,62.61,65.99,66.28,0.4,1.0,0.0,0.9,0.19,0.0,1,0
2385,61.56,53.04,63.09,66.05,66.31,0.4,1.0,0.0,0.9,0.19,0.0,1,0
2386,61.75,53.04,63.36,65.6,66.21,0.41,1.0,0.0,0.9,0.18,0.0,1,0
2387,61.96,53.04,63.76,65.49,66.13,0.41,1.0,0.0,0.9,0.17,0.0,1,0
2388,62.15,53.04,63.92,65.73,66.12,0.41,1.0,0.0,0.9,0.16,0.0,1,0
2389,62.34,53.04,64.2,65.49,66.1,0.41,1.0,0.0,0.9,0.16,0.0,1,0
2390,62.55,53.04,64.5,65.64,66.14,0.41,1.0,0.0,0.9,0.15,0.0,1,0
2391,62.77,53.04,64.77,65.54,66.12,0.41,1.0,0.0,0.9,0.15,0.0,1,0
2392,62.99,53.04,65.06,65.5,66.01,0.42,1.0,0.0,0.9,0.14,0.0,1,0
2393,63.21,53.04,65.3,64.88,65.84,0.43,1.0,0.0,0.9,0.14,0.0,1,0
2394,63.39,53.04,65.43,65.23,65.82,0.42,1.0,0.0,0.9,0.13,0.0,1,0
2395,63.53,53.04,65.81,65.2,65.74,0.42,1.0,0.0,0.9,0.14,0.0,1,0
2396,63.66,53.04,65.7,65.05,65.62,0.43,1.0,0.0,0.9,0.13,0.0,1,0
2397,63.76,53.04,66.01,64.81,65.51,0.44,1.0,0.0,0.9,0.13,0.0,1,0
2398,63.86,53.04,66.08,64.96,65.51,0.44,1.0,0.0,0.9,0.12,0.0,1,0
2399,63.94,53.04,66.06,64.65,65.44,0.44,1.0,0.0,0.9,0.11,0.0,1,0
2400,64.03,53.04,66.43,64.65,65.4,0.44,1.0,0.0,0.9,0.1,0.0,1,0
2401,64.12,53.04,66.92,64.85,65.44,0.44,1.0,0.0,0.9,0.09,0.0,1,0
2402,64.19,53.04,67.19,64.83,65.44,0.43,1.0,0.0,0.9,0.08,0.0,1,0
2403,64.27,53.04,67.54,64.58,65.36,0.45,1.0,0.0,0.9,0.07,0.0,1,0
2404,64.35,53.04,67.64,64.71,65.42,0.43,1.0,0.0,0.9,0.06,0.0,1,0
2405,64.41,53.04,67.84,64.81,65.36,0.45,1.0,0.0,0.9,0.05,0.0,1,0
2406,64.49,53.04,68.03,64.46,65.28,0.45,1.0,0.0,0.9,0.04,0.0,1,0
2407,64.57,53.04,68.14,64.39,65.24,0.45,1.0,0.0,0.9,0.04,0.0,1,0
2408,64.62,53.04,68.27,64.4,65.15,0.45,1.0,0.0,0.9,0.02,0.0,1,0
2409,64.68,53.04,68.57,64.22,65.0,0.46,1.0,0.0,0.9,0.02,0.0,1,0
2410,64.73,53.04,68.69,64.24,64.92,0.47,1.0,0.0,0.9,0.01,0.0,1,0
2411,64.75,53.04,68.84,64.13,64.94,0.45,1.0,0.0,0.9,0.0,0.0,1,0
2412,64.79,53.04,69.1,64.44,65.08,0.44,1.0,0.0,0.9,0.0,0.0,1,0
2413,64.8,53.04,69.57,64.56,65.01,0.46,1.0,0.0,0.9,0.0,0.0,1,0
2414,64.83,53.04,69.57,64.11,64.93,0.45,1.0,0.0,0.9,0.0,0.0,1,0
2415,64.87,53.04,70.28,64.34,64.98,0.44,1.0,0.0,0.9,0.0,0.0,1,0
2416,64.89,53.04,70.34,64.64,65.11,0.43,1.0,0.0,0.9,0.0,0.0,1,0
2417,64.91,53.04,70.72,64.79,65.2,0.43,1.0,0.0,0.9,0.0,0.0,1,0
2418,64.95,53.04,70.84,64.61,65.13,0.44,1.0,0.0,0.9,0.0,0.0,1,0
2419,64.99,53.04,70.94,64.29,64.94,0.46,1.0,0.0,0.9,0.0,0.0,1,0
2420,65.04,53.04,71.13,64.11,64.93,0.45,1.0,0.0,0.9,0.0,0.0,1,0
2421,65.05,53.04,71.55,64.17,64.94,0.44,1.0,0.0,0.9,0.0,0.0,1,0
2422,65.09,53.04,71.84,64.38,64.92,0.45,1.0,0.0,0.9,0.0,0.0,1,0
2423,65.11,53.04,72.05,63.98,64.9,0.45,1.0,0.0,0.9,0.0,0.0,1,0
2424,65.13,53.04,72.4,64.52,65.02,0.43,1.0,0.0,0.9,0.0,0.0,1,0
2425,65.15,53.04,72.5,64.64,65.02,0.44,1.0,0.0,0.9,0.0,0.0,1,0
2426,65.17,53.04,72.5,64.29,64.97,0.43,1.0,0.0,0.9,0.0,0.0,1,0
2427,65.19,53.04,72.5,64.14,64.72,0.45,1.0,0.0,0.9,0.0,0.0,1,0
2428,65.21,53.04,72.5,63.45,64.52,0.44,1.0,0.0,0.9,0.0,0.0,1,0
2429,65.18,53.04,72.5,63.89,64.56,0.42,1.0,0.0,0.9,0.0,0.0,1,0
2430,65.15,53.04,72.5,64.15,64.63,0.42,1.0,0.0,0.9,0.0,0.0,1,0
2431,65.12,53.04,72.5,63.79,64.57,0.43,1.0,0.0,0.9,0.0,0.0,1,0
2432,65.13,53.04,72.5,63.69,64.58,0.41,1.0,0.0,0.9,0.0,0.0,1,0
2433,65.13,53.04,72.5,63.94,64.63,0.41,1.0,0.0,0.9,0.0,0.0,1,0
2434,65.13,53.04,72.5,63.85,64.64,0.4,1.0,0.0,0.9,0.0,0.0,1,0
2435,65.13,53.04,72.5,63.76,64.64,0.39,1.0,0.0,0.9,0.0,0.0,1,0
2436,65.11,53.04,72.5,63.96,64.65,0.39,1.0,0.0,0.9,0.0,0.0,1,0
2437,65.12,53.04,72.5,63.89,64.57,0.39,1.0,0.0,0.9,0.0,0.0,1,0
2438,65.12,53.04,72.5,63.58,64.42,0.39,1.0,0.0,0.9,0.0,0.0,1,0
