,AHU: Supply Air Temperature,AHU: Supply Air Temperature Set Point,AHU: Outdoor Air Temperature,AHU: Mixed Air Temperature,AHU: Return Air Temperature,AHU: Supply Air Fan Speed Control Signal,AHU: Return Air Fan Speed Control Signal,AHU: Exhaust Air Damper Control Signal,AHU: Outdoor Air Damper Control Signal,AHU: Return Air Damper Control Signal,AHU: Cooling Coil Valve Control Signal,AHU: Heating Coil Valve Control Signal,AHU: Supply Air Duct Static Pressure Set Point,AHU: Supply Air Duct Static Pressure,Occupancy Mode Indicator,Fault Detection Ground Truth
1758,64.65,55,61.76,61.76,59.55,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
1759,64.69,55,61.77,61.77,59.55,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
1760,64.72,55,61.77,61.77,59.54,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
1761,64.72,55,61.74,61.74,59.54,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
1762,64.76,55,61.69,61.69,59.54,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
1763,64.84,55,61.71,61.71,59.54,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
1764,64.82,55,61.74,61.74,59.53,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
1765,64.75,55,61.74,61.74,59.53,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
1766,64.81,55,61.74,61.74,59.53,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
1767,64.86,55,61.7,61.7,59.53,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
1768,64.91,55,61.72,61.72,59.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
1769,64.94,55,61.69,61.69,59.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
1770,64.94,55,61.7,61.7,59.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
1771,64.94,55,61.7,61.7,59.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
1772,64.94,55,61.72,61.72,59.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
1773,64.89,55,61.66,61.66,59.51,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
1774,64.91,55,61.63,61.63,59.51,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
1775,64.98,55,61.6,61.6,59.51,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
1776,64.96,55,61.5,61.5,59.51,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
1777,64.94,55,61.47,61.47,59.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
1778,65.03,55,61.48,61.48,59.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
1779,65.08,55,61.57,61.57,59.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
1780,65.08,55,61.48,61.48,59.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
1781,65.04,55,61.42,61.42,59.49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
1782,65.1,55,61.38,61.38,59.49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
1783,65.2,55,61.25,61.25,59.49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
1784,65.19,55,61.17,61.17,59.49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
1785,65.07,55,61.14,61.14,59.48,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
1786,65.19,55,61.16,61.16,59.48,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
1787,47.35,55,61.16,61.16,59.48,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
1788,32.86,55,61.08,61.08,59.48,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
1789,32.14,55,61.07,61.07,59.47,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
1790,32.15,55,61.02,61.02,59.47,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
1791,32.82,55,61.0,61.0,59.47,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
1792,34.09,55,61.03,61.03,59.47,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
1793,34.43,55,61.07,61.07,59.46,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
1794,33.8,55,61.04,61.04,59.46,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
1795,33.3,55,60.97,60.97,59.46,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
1796,33.26,55,60.98,60.98,59.46,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
1797,33.47,55,60.96,60.96,59.45,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
1798,33.58,55,61.0,61.0,59.45,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
1799,33.54,55,60.96,60.96,59.45,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
1800,52.65,65,61.04,72.2,73.02,0.83,0.66,0.4,0.4,0.6,0.0,0.12,1.4,0.08,1,1
1801,56.35,65,61.01,70.82,72.95,1.0,0.8,0.4,0.4,0.6,0.0,0.07,1.4,0.24,1,1
1802,62.96,65,61.0,70.08,72.87,1.0,0.8,0.4,0.4,0.6,0.0,0.0,1.4,0.53,1,1
1803,66.94,55,61.0,70.17,72.75,1.0,0.8,0.4,0.4,0.6,0.0,0.0,1.4,0.98,1,1
1804,69.22,55,61.02,69.88,72.61,0.99,0.79,0.4,0.4,0.6,0.0,0.0,1.4,1.69,1,1
1805,69.42,55,61.0,69.77,72.55,0.96,0.77,0.4,0.4,0.6,0.0,0.0,1.4,1.63,1,1
1806,69.26,55,60.98,69.72,72.5,0.95,0.76,0.4,0.4,0.6,0.0,0.0,1.4,1.62,1,1
1807,69.06,55,60.92,69.67,72.44,0.94,0.75,0.4,0.4,0.6,0.0,0.0,1.4,1.63,1,1
1808,68.79,55,60.88,69.63,72.39,0.92,0.73,0.4,0.4,0.6,0.0,0.0,1.4,1.63,1,1
1809,68.45,55,60.86,69.6,72.34,0.89,0.71,0.4,0.4,0.6,0.0,0.0,1.4,1.63,1,1
1810,68.01,55,60.81,69.36,72.28,0.86,0.69,0.41,0.41,0.59,0.0,0.0,1.4,1.62,1,1
1811,67.33,55,60.79,68.72,72.22,0.84,0.67,0.44,0.44,0.56,0.0,0.0,1.4,1.61,1,1
1812,66.46,55,60.73,68.1,72.16,0.82,0.65,0.47,0.47,0.53,0.0,0.0,1.4,1.61,1,1
1813,65.53,55,60.73,67.54,72.1,0.79,0.63,0.5,0.5,0.5,0.0,0.0,1.4,1.61,1,1
1814,64.58,55,60.65,67.02,72.03,0.76,0.61,0.52,0.52,0.48,0.0,0.0,1.4,1.6,1,1
1815,63.62,55,60.59,66.59,71.98,0.73,0.59,0.53,0.53,0.47,0.0,0.0,1.4,1.59,1,1
1816,62.7,55,60.57,66.29,71.93,0.71,0.57,0.55,0.55,0.45,0.0,0.0,1.4,1.58,1,1
1817,61.82,55,60.51,66.07,71.88,0.69,0.55,0.56,0.56,0.44,0.0,0.0,1.4,1.57,1,1
1818,60.87,55,60.42,66.0,71.84,0.68,0.54,0.57,0.57,0.43,0.0,0.0,1.4,1.55,1,1
1819,60.05,55,60.34,65.94,71.77,0.67,0.54,0.58,0.58,0.42,0.0,0.0,1.4,1.54,1,1
1820,59.93,55,60.25,65.59,71.69,0.67,0.54,0.58,0.58,0.42,0.0,0.0,1.4,1.53,1,1
1821,59.85,55,60.22,65.18,71.6,0.67,0.54,0.6,0.6,0.4,0.0,0.0,1.4,1.53,1,1
1822,59.66,55,60.25,64.82,71.51,0.67,0.54,0.61,0.61,0.39,0.0,0.0,1.4,1.53,1,1
1823,59.43,55,60.34,64.55,71.42,0.67,0.54,0.62,0.62,0.38,0.0,0.0,1.4,1.53,1,1
1824,59.19,55,60.37,64.3,71.33,0.67,0.54,0.63,0.63,0.37,0.0,0.0,1.4,1.53,1,1
1825,58.94,55,60.4,64.1,71.24,0.67,0.54,0.64,0.64,0.36,0.0,0.0,1.4,1.54,1,1
1826,58.67,55,60.39,63.88,71.15,0.67,0.53,0.65,0.65,0.35,0.0,0.0,1.4,1.54,1,1
1827,58.4,55,60.36,63.68,71.07,0.67,0.53,0.66,0.66,0.34,0.0,0.0,1.4,1.53,1,1
1828,58.13,55,60.29,63.48,70.99,0.67,0.53,0.67,0.67,0.33,0.0,0.0,1.4,1.53,1,1
1829,57.89,55,60.26,63.33,70.91,0.67,0.53,0.67,0.67,0.33,0.0,0.0,1.4,1.53,1,1
1830,57.63,55,60.27,63.23,70.83,0.66,0.53,0.68,0.68,0.32,0.0,0.0,1.4,1.53,1,1
1831,57.44,55,60.34,63.17,70.77,0.66,0.53,0.68,0.68,0.32,0.0,0.0,1.4,1.53,1,1
1832,57.41,55,60.37,63.05,70.7,0.66,0.53,0.69,0.69,0.31,0.0,0.0,1.4,1.53,1,1
1833,57.44,55,60.34,62.86,70.64,0.66,0.53,0.69,0.69,0.31,0.0,0.0,1.4,1.53,1,1
1834,57.44,55,60.29,62.65,70.57,0.66,0.53,0.7,0.7,0.3,0.0,0.0,1.4,1.53,1,1
1835,57.41,55,60.21,62.43,70.51,0.66,0.53,0.71,0.71,0.29,0.0,0.0,1.4,1.53,1,1
1836,57.4,55,60.19,62.27,70.45,0.66,0.53,0.72,0.72,0.28,0.0,0.0,1.4,1.53,1,1
1837,57.43,55,60.16,62.09,70.39,0.66,0.53,0.72,0.72,0.28,0.0,0.0,1.4,1.53,1,1
1838,57.44,55,60.14,61.94,70.33,0.66,0.53,0.73,0.73,0.27,0.0,0.0,1.4,1.53,1,1
1839,57.41,55,60.07,61.75,70.27,0.66,0.53,0.74,0.74,0.26,0.0,0.0,1.4,1.53,1,1
1840,57.39,55,60.01,61.58,70.21,0.66,0.53,0.74,0.74,0.26,0.0,0.0,1.4,1.53,1,1
1841,57.42,55,60.02,61.47,70.15,0.66,0.53,0.75,0.75,0.25,0.0,0.0,1.4,1.53,1,1
1842,57.46,55,60.08,61.4,70.1,0.66,0.53,0.76,0.76,0.24,0.0,0.0,1.4,1.53,1,1
1843,57.44,55,60.03,61.26,70.04,0.66,0.53,0.77,0.77,0.23,0.0,0.0,1.4,1.53,1,1
1844,57.45,55,60.02,61.15,69.99,0.66,0.53,0.77,0.77,0.23,0.0,0.0,1.4,1.53,1,1
1845,57.47,55,60.06,61.09,69.93,0.66,0.53,0.78,0.78,0.22,0.0,0.0,1.4,1.53,1,1
1846,57.44,55,60.02,60.97,69.88,0.66,0.53,0.79,0.79,0.21,0.0,0.0,1.4,1.53,1,1
1847,57.41,55,59.94,60.82,69.82,0.66,0.53,0.79,0.79,0.21,0.0,0.0,1.4,1.53,1,1
1848,57.41,55,59.9,60.71,69.77,0.66,0.53,0.8,0.8,0.2,0.0,0.0,1.4,1.53,1,1
1849,57.4,55,59.87,60.61,69.72,0.66,0.53,0.81,0.81,0.19,0.0,0.0,1.4,1.53,1,1
1850,57.41,55,59.85,60.53,69.67,0.66,0.53,0.81,0.81,0.19,0.0,0.0,1.4,1.53,1,1
1851,57.42,55,59.88,60.5,69.62,0.66,0.53,0.82,0.82,0.18,0.0,0.0,1.4,1.53,1,1
1852,57.43,55,59.88,60.45,69.58,0.66,0.53,0.83,0.83,0.17,0.0,0.0,1.4,1.53,1,1
1853,57.43,55,59.91,60.42,69.54,0.66,0.53,0.84,0.84,0.16,0.0,0.0,1.4,1.53,1,1
1854,57.44,55,60.0,60.46,69.5,0.66,0.53,0.84,0.84,0.16,0.0,0.0,1.4,1.53,1,1
1855,57.47,55,60.02,60.44,69.47,0.66,0.53,0.85,0.85,0.15,0.0,0.0,1.4,1.53,1,1
1856,57.47,55,60.09,60.46,69.44,0.66,0.53,0.86,0.86,0.14,0.0,0.0,1.4,1.53,1,1
1857,57.51,55,60.22,60.56,69.42,0.66,0.53,0.87,0.87,0.13,0.0,0.0,1.4,1.53,1,1
1858,57.49,55,60.32,60.62,69.4,0.66,0.53,0.87,0.87,0.13,0.0,0.0,1.4,1.53,1,1
1859,57.41,55,60.47,60.74,69.38,0.66,0.53,0.88,0.88,0.12,0.0,0.0,1.4,1.53,1,1
1860,57.32,55,60.59,60.83,69.37,0.66,0.53,0.89,0.89,0.11,0.0,0.0,1.4,1.53,1,1
1861,57.27,55,60.75,60.97,69.36,0.66,0.53,0.89,0.89,0.11,0.0,0.0,1.4,1.53,1,1
1862,57.26,55,60.86,61.06,69.35,0.66,0.53,0.9,0.9,0.1,0.0,0.0,1.4,1.53,1,1
1863,57.23,55,61.0,61.18,69.35,0.66,0.53,0.9,0.9,0.1,0.0,0.0,1.4,1.53,1,1
1864,57.18,55,61.11,61.27,69.34,0.66,0.53,0.91,0.91,0.09,0.0,0.0,1.4,1.53,1,1
1865,57.14,55,61.2,61.35,69.34,0.66,0.53,0.92,0.92,0.08,0.0,0.0,1.4,1.53,1,1
1866,57.13,55,61.36,61.49,69.34,0.66,0.53,0.92,0.92,0.08,0.0,0.0,1.4,1.53,1,1
1867,57.22,55,61.46,61.58,69.34,0.66,0.53,0.93,0.93,0.07,0.0,0.0,1.4,1.53,1,1
1868,57.32,55,61.5,61.61,69.35,0.66,0.53,0.94,0.94,0.06,0.0,0.0,1.4,1.53,1,1
1869,57.4,55,61.55,61.64,69.35,0.66,0.53,0.94,0.94,0.06,0.0,0.0,1.4,1.53,1,1
1870,57.49,55,61.62,61.7,69.36,0.66,0.53,0.95,0.95,0.05,0.0,0.0,1.4,1.53,1,1
1871,57.56,55,61.68,61.75,69.36,0.66,0.53,0.96,0.96,0.04,0.0,0.0,1.4,1.53,1,1
1872,57.61,55,61.71,61.78,69.37,0.66,0.53,0.97,0.97,0.03,0.0,0.0,1.4,1.53,1,1
1873,57.71,55,61.78,61.84,69.37,0.66,0.53,0.98,0.98,0.02,0.0,0.0,1.4,1.53,1,1
1874,57.75,55,61.81,61.85,69.38,0.66,0.53,0.99,0.99,0.01,0.0,0.0,1.4,1.53,1,1
1875,57.77,55,61.87,61.91,69.39,0.66,0.53,0.99,0.99,0.01,0.0,0.0,1.4,1.53,1,1
1876,57.84,55,61.96,62.0,69.39,0.66,0.53,1.0,1.0,0.0,0.0,0.0,1.4,1.53,1,1
1877,57.92,55,62.02,62.06,69.4,0.66,0.53,1.0,1.0,0.0,0.01,0.0,1.4,1.53,1,1
1878,57.99,55,62.06,62.09,69.41,0.66,0.53,1.0,1.0,0.0,0.02,0.0,1.4,1.53,1,1
1879,58.03,55,62.11,62.15,69.42,0.66,0.53,1.0,1.0,0.0,0.03,0.0,1.4,1.53,1,1
1880,58.06,55,62.13,62.17,69.42,0.66,0.53,1.0,1.0,0.0,0.04,0.0,1.4,1.53,1,1
1881,58.09,55,62.18,62.22,69.43,0.66,0.53,1.0,1.0,0.0,0.05,0.0,1.4,1.53,1,1
1882,58.13,55,62.25,62.29,69.44,0.66,0.53,1.0,1.0,0.0,0.06,0.0,1.4,1.53,1,1
1883,58.17,55,62.31,62.34,69.45,0.66,0.53,1.0,1.0,0.0,0.07,0.0,1.4,1.53,1,1
1884,58.19,55,62.36,62.4,69.45,0.66,0.53,1.0,1.0,0.0,0.08,0.0,1.4,1.53,1,1
1885,58.2,55,62.37,62.4,69.46,0.66,0.53,1.0,1.0,0.0,0.09,0.0,1.4,1.53,1,1
1886,58.26,55,62.41,62.45,69.47,0.66,0.53,1.0,1.0,0.0,0.1,0.0,1.4,1.53,1,1
1887,58.32,55,62.51,62.55,69.47,0.66,0.53,1.0,1.0,0.0,0.11,0.0,1.4,1.53,1,1
1888,58.47,55,62.67,62.71,69.48,0.66,0.53,1.0,1.0,0.0,0.12,0.0,1.4,1.53,1,1
1889,58.51,55,62.79,62.82,69.49,0.66,0.53,1.0,1.0,0.0,0.13,0.0,1.4,1.53,1,1
1890,58.57,55,62.86,62.89,69.5,0.66,0.53,1.0,1.0,0.0,0.14,0.0,1.4,1.53,1,1
1891,58.62,55,63.03,63.06,69.5,0.66,0.53,1.0,1.0,0.0,0.15,0.0,1.4,1.53,1,1
1892,58.48,55,63.16,63.2,69.51,0.66,0.53,1.0,1.0,0.0,0.16,0.0,1.4,1.53,1,1
1893,58.4,55,63.26,63.29,69.52,0.66,0.53,1.0,1.0,0.0,0.17,0.0,1.4,1.53,1,1
1894,58.38,55,63.36,63.39,69.52,0.66,0.53,1.0,1.0,0.0,0.18,0.0,1.4,1.53,1,1
1895,58.35,55,63.49,63.52,69.52,0.66,0.53,1.0,1.0,0.0,0.19,0.0,1.4,1.53,1,1
1896,58.3,55,63.53,63.56,69.53,0.66,0.53,1.0,1.0,0.0,0.2,0.0,1.4,1.53,1,1
1897,58.23,55,63.58,63.61,69.53,0.66,0.53,1.0,1.0,0.0,0.21,0.0,1.4,1.53,1,1
1898,58.28,55,63.68,63.71,69.54,0.66,0.53,1.0,1.0,0.0,0.22,0.0,1.4,1.53,1,1
1899,58.4,55,63.81,63.84,69.54,0.66,0.53,1.0,1.0,0.0,0.23,0.0,1.4,1.53,1,1
1900,58.32,55,63.86,63.89,69.54,0.66,0.53,1.0,1.0,0.0,0.24,0.0,1.4,1.53,1,1
1901,58.28,55,63.84,63.87,69.54,0.66,0.53,1.0,1.0,0.0,0.25,0.0,1.4,1.53,1,1
1902,58.25,55,63.86,63.89,69.55,0.66,0.53,1.0,1.0,0.0,0.26,0.0,1.4,1.53,1,1
1903,58.15,55,63.82,63.85,69.55,0.66,0.53,1.0,1.0,0.0,0.27,0.0,1.4,1.53,1,1
1904,58.13,55,63.95,63.98,69.55,0.66,0.53,1.0,1.0,0.0,0.27,0.0,1.4,1.53,1,1
1905,58.12,55,64.01,64.04,69.55,0.66,0.53,1.0,1.0,0.0,0.28,0.0,1.4,1.53,1,1
1906,58.23,55,63.92,63.95,69.55,0.66,0.53,1.0,1.0,0.0,0.29,0.0,1.4,1.53,1,1
1907,58.51,55,64.04,64.07,69.54,0.66,0.53,1.0,1.0,0.0,0.3,0.0,1.4,1.53,1,1
1908,58.69,55,64.16,64.18,69.54,0.66,0.53,1.0,1.0,0.0,0.32,0.0,1.4,1.53,1,1
1909,58.75,55,64.2,64.23,69.54,0.66,0.53,1.0,1.0,0.0,0.33,0.0,1.4,1.53,1,1
1910,58.82,55,64.23,64.26,69.54,0.66,0.53,1.0,1.0,0.0,0.34,0.0,1.4,1.53,1,1
1911,58.88,55,64.31,64.34,69.54,0.66,0.53,1.0,1.0,0.0,0.35,0.0,1.4,1.53,1,1
1912,59.03,55,64.44,64.47,69.54,0.66,0.53,1.0,1.0,0.0,0.36,0.0,1.4,1.53,1,1
1913,59.09,55,64.55,64.58,69.54,0.66,0.53,1.0,1.0,0.0,0.38,0.0,1.4,1.53,1,1
1914,59.19,55,64.61,64.63,69.54,0.66,0.53,1.0,1.0,0.0,0.39,0.0,1.4,1.53,1,1
1915,59.35,55,64.74,64.77,69.54,0.66,0.53,1.0,1.0,0.0,0.4,0.0,1.4,1.53,1,1
1916,59.39,55,64.86,64.88,69.54,0.66,0.53,1.0,1.0,0.0,0.42,0.0,1.4,1.53,1,1
1917,59.45,55,64.88,64.91,69.53,0.66,0.53,1.0,1.0,0.0,0.43,0.0,1.4,1.53,1,1
1918,59.48,55,64.97,64.99,69.6,0.66,0.53,1.0,1.0,0.0,0.44,0.0,1.4,1.53,1,1
1919,59.42,55,64.94,64.97,69.77,0.66,0.53,1.0,1.0,0.0,0.46,0.0,1.4,1.53,1,1
1920,59.36,55,65.03,65.06,69.93,0.66,0.53,1.0,1.0,0.0,0.47,0.0,1.4,1.53,1,1
1921,59.24,55,65.1,65.78,70.09,0.66,0.53,0.76,0.76,0.24,0.48,0.0,1.4,1.53,1,1
1922,58.87,55,65.1,70.66,70.25,0.66,0.52,0.4,0.4,0.6,0.49,0.0,1.4,1.54,1,1
1923,59.31,55,65.19,70.81,70.4,0.65,0.52,0.4,0.4,0.6,0.5,0.0,1.4,1.53,1,1
1924,59.74,55,65.42,70.96,70.55,0.65,0.52,0.4,0.4,0.6,0.52,0.0,1.4,1.53,1,1
1925,60.06,55,65.56,71.11,70.69,0.65,0.52,0.4,0.4,0.6,0.54,0.0,1.4,1.53,1,1
1926,60.25,55,65.68,71.25,70.84,0.65,0.52,0.4,0.4,0.6,0.56,0.0,1.4,1.53,1,1
1927,60.36,55,65.74,71.39,70.98,0.65,0.52,0.4,0.4,0.6,0.57,0.0,1.4,1.53,1,1
1928,60.43,55,65.83,71.53,71.12,0.65,0.52,0.4,0.4,0.6,0.59,0.0,1.4,1.53,1,1
1929,60.5,55,65.92,71.66,71.26,0.65,0.52,0.4,0.4,0.6,0.61,0.0,1.4,1.53,1,1
1930,60.55,55,66.01,71.8,71.39,0.65,0.52,0.4,0.4,0.6,0.62,0.0,1.4,1.53,1,1
1931,60.58,55,66.03,71.93,71.53,0.65,0.52,0.4,0.4,0.6,0.64,0.0,1.4,1.53,1,1
1932,60.61,55,65.91,72.05,71.66,0.65,0.52,0.4,0.4,0.6,0.66,0.0,1.4,1.53,1,1
1933,60.66,55,65.89,72.18,71.79,0.65,0.52,0.4,0.4,0.6,0.67,0.0,1.4,1.53,1,1
1934,60.69,55,65.85,72.3,71.92,0.65,0.52,0.4,0.4,0.6,0.69,0.0,1.4,1.53,1,1
1935,60.71,55,65.76,72.42,72.05,0.65,0.52,0.4,0.4,0.6,0.71,0.0,1.4,1.53,1,1
1936,60.74,55,65.73,72.54,72.17,0.65,0.52,0.4,0.4,0.6,0.72,0.0,1.4,1.53,1,1
1937,61.14,55,65.76,72.29,72.33,0.65,0.52,0.4,0.4,0.6,0.74,0.0,1.4,1.5,1,1
1938,62.66,55,65.94,72.15,72.49,0.65,0.52,0.4,0.4,0.6,0.77,0.0,1.4,1.46,1,1
1939,63.93,55,66.09,72.01,72.63,0.65,0.52,0.4,0.4,0.6,0.81,0.0,1.4,1.42,1,1
1940,64.91,55,66.3,71.91,72.76,0.65,0.52,0.4,0.4,0.6,0.85,0.0,1.4,1.38,1,1
1941,65.89,55,66.46,71.73,72.9,0.65,0.52,0.4,0.4,0.6,0.89,0.0,1.4,1.27,1,1
1942,66.77,55,66.52,71.63,73.01,0.67,0.54,0.4,0.4,0.6,0.93,0.0,1.4,1.26,1,1
1943,67.35,55,66.57,71.7,73.12,0.69,0.55,0.4,0.4,0.6,0.97,0.0,1.4,1.26,1,1
1944,67.93,55,66.74,71.8,73.23,0.71,0.57,0.4,0.4,0.6,1.0,0.0,1.4,1.27,1,1
1945,68.54,55,66.77,71.87,73.32,0.74,0.59,0.4,0.4,0.6,1.0,0.0,1.4,1.26,1,1
1946,69.1,55,66.67,71.91,73.43,0.76,0.61,0.4,0.4,0.6,1.0,0.0,1.4,1.26,1,1
1947,69.6,55,66.83,72.02,73.53,0.79,0.63,0.4,0.4,0.6,1.0,0.0,1.4,1.27,1,1
1948,70.12,55,67.17,72.19,73.64,0.81,0.65,0.4,0.4,0.6,1.0,0.0,1.4,1.27,1,1
1949,70.61,55,67.34,72.32,73.75,0.84,0.67,0.4,0.4,0.6,1.0,0.0,1.4,1.29,1,1
1950,70.91,55,67.48,72.45,73.87,0.85,0.68,0.4,0.4,0.6,1.0,0.0,1.4,1.32,1,1
1951,71.07,55,67.51,72.54,73.98,0.85,0.68,0.4,0.4,0.6,1.0,0.0,1.4,1.32,1,1
1952,71.15,55,67.59,72.64,74.09,0.85,0.68,0.4,0.4,0.6,1.0,0.0,1.4,1.31,1,1
1953,71.18,55,67.62,72.71,74.2,0.86,0.69,0.4,0.4,0.6,1.0,0.0,1.4,1.31,1,1
1954,71.25,55,67.62,72.79,74.31,0.87,0.7,0.4,0.4,0.6,1.0,0.0,1.4,1.31,1,1
1955,71.37,55,67.61,72.86,74.42,0.88,0.71,0.4,0.4,0.6,1.0,0.0,1.4,1.31,1,1
1956,71.46,55,67.56,72.92,74.53,0.89,0.71,0.4,0.4,0.6,1.0,0.0,1.4,1.33,1,1
1957,71.48,55,67.48,72.99,74.64,0.89,0.71,0.4,0.4,0.6,1.0,0.0,1.4,1.33,1,1
1958,71.49,55,67.58,73.09,74.75,0.89,0.71,0.4,0.4,0.6,1.0,0.0,1.4,1.33,1,1
1959,71.53,55,67.78,73.23,74.86,0.89,0.71,0.4,0.4,0.6,1.0,0.0,1.4,1.33,1,1
1960,71.59,55,67.87,73.33,74.96,0.89,0.71,0.4,0.4,0.6,1.0,0.0,1.4,1.33,1,1
1961,71.64,55,67.93,73.42,75.07,0.89,0.71,0.4,0.4,0.6,1.0,0.0,1.4,1.33,1,1
1962,71.67,55,67.85,73.47,75.17,0.89,0.71,0.4,0.4,0.6,1.0,0.0,1.4,1.33,1,1
1963,71.7,55,67.91,73.56,75.27,0.89,0.71,0.4,0.4,0.6,1.0,0.0,1.4,1.33,1,1
1964,71.75,55,68.1,73.68,75.37,0.89,0.71,0.4,0.4,0.6,1.0,0.0,1.4,1.33,1,1
1965,71.89,55,68.26,73.8,75.47,0.89,0.71,0.4,0.4,0.6,1.0,0.0,1.4,1.33,1,1
1966,72.02,55,68.21,73.85,75.56,0.89,0.71,0.4,0.4,0.6,1.0,0.0,1.4,1.33,1,1
1967,72.15,55,68.16,73.91,75.66,0.89,0.71,0.4,0.4,0.6,1.0,0.0,1.4,1.33,1,1
1968,72.35,55,68.36,74.04,75.76,0.89,0.71,0.4,0.4,0.6,1.0,0.0,1.4,1.33,1,1
1969,72.59,55,68.64,74.18,75.86,0.89,0.71,0.4,0.4,0.6,1.0,0.0,1.4,1.33,1,1
1970,72.8,55,68.81,74.3,75.96,0.89,0.71,0.4,0.4,0.6,1.0,0.0,1.4,1.33,1,1
1971,73.0,55,69.1,74.46,76.06,0.89,0.71,0.4,0.4,0.6,1.0,0.0,1.4,1.33,1,1
1972,73.21,55,69.14,74.55,76.16,0.89,0.71,0.4,0.4,0.6,1.0,0.0,1.4,1.33,1,1
1973,73.39,55,69.07,74.6,76.27,0.89,0.71,0.4,0.4,0.6,1.0,0.0,1.4,1.33,1,1
1974,73.54,55,69.02,74.67,76.37,0.89,0.71,0.4,0.4,0.6,1.0,0.0,1.4,1.33,1,1
1975,73.7,55,69.18,74.79,76.48,0.89,0.71,0.4,0.4,0.6,1.0,0.0,1.4,1.33,1,1
1976,73.86,55,69.28,74.89,76.58,0.89,0.71,0.4,0.4,0.6,1.0,0.0,1.4,1.33,1,1
1977,73.96,55,69.01,74.89,76.69,0.89,0.71,0.4,0.4,0.6,1.0,0.0,1.4,1.33,1,1
1978,74.01,55,68.84,74.92,76.79,0.89,0.71,0.4,0.4,0.6,1.0,0.0,1.4,1.33,1,1
1979,74.06,55,68.86,75.0,76.89,0.89,0.71,0.4,0.4,0.6,1.0,0.0,1.4,1.33,1,1
1980,74.1,55,68.92,75.09,77.0,0.89,0.71,0.4,0.4,0.6,1.0,0.0,1.4,1.33,1,1
1981,74.02,55,69.08,75.2,77.09,0.89,0.71,0.4,0.4,0.6,1.0,0.0,1.4,1.33,1,1
