,AHU: Supply Air Temperature,AHU: Supply Air Temperature Heating Set Point,AHU: Supply Air Temperature Cooling Set Point,AHU: Outdoor Air Temperature,AHU: Mixed Air Temperature,AHU: Supply Air Fan Speed Control Signal,AHU: Outdoor Air Damper Control Signal,AHU: Return Air Damper Control Signal,AHU: Exhaust Air Damper Control Signal,AHU: Cooling Coil Valve Control Signal,AHU: Heating Coil Valve Control Signal,Occupancy Mode Indicator,Fault Detection Ground Truth
808,63.68,50.0,86.0,52.25,64.18,0.5,0.15,1.0,0.0,0.0,0.0,1,1
809,63.7,50.0,86.0,52.25,64.26,0.5,0.15,1.0,0.0,0.0,0.0,1,1
810,63.73,50.0,86.0,53.05,64.21,0.5,0.15,1.0,0.0,0.0,0.0,1,1
811,63.76,50.0,86.0,53.05,64.18,0.5,0.15,1.0,0.0,0.0,0.0,1,1
812,63.78,50.0,86.0,53.05,64.23,0.5,0.15,1.0,0.0,0.0,0.0,1,1
813,63.81,50.0,86.0,53.05,64.25,0.5,0.15,1.0,0.0,0.0,0.0,1,1
814,63.87,50.0,86.0,53.05,64.36,0.5,0.15,1.0,0.0,0.0,0.0,1,1
815,63.91,50.0,86.0,53.05,64.44,0.5,0.15,1.0,0.0,0.0,0.0,1,1
816,63.96,50.0,86.0,53.05,64.53,0.5,0.15,1.0,0.0,0.0,0.0,1,1
817,64.01,50.0,86.0,53.05,64.67,0.5,0.15,1.0,0.0,0.0,0.0,1,1
818,64.04,50.0,86.0,53.05,64.69,0.5,0.15,1.0,0.0,0.0,0.0,1,1
819,64.05,50.0,86.0,53.05,64.69,0.5,0.15,1.0,0.0,0.0,0.0,1,1
820,64.07,50.0,86.0,53.05,64.74,0.5,0.15,1.0,0.0,0.0,0.0,1,1
821,64.09,50.0,86.0,53.05,64.81,0.5,0.15,1.0,0.0,0.0,0.0,1,1
822,64.1,50.0,86.0,53.05,64.84,0.5,0.15,1.0,0.0,0.0,0.0,1,1
823,64.09,50.0,86.0,53.05,64.84,0.5,0.15,1.0,0.0,0.0,0.0,1,1
824,64.11,50.0,86.0,53.05,64.86,0.5,0.15,1.0,0.0,0.0,0.0,1,1
825,64.12,50.0,86.0,53.73,64.9,0.5,0.15,1.0,0.0,0.0,0.0,1,1
826,64.13,50.0,85.99,53.73,64.95,0.5,0.15,1.0,0.0,0.0,0.0,1,1
827,64.16,50.0,85.31,53.73,65.08,0.5,0.15,1.0,0.0,0.0,0.0,1,1
828,64.22,50.0,84.76,53.73,65.26,0.5,0.15,1.0,0.0,0.0,0.0,1,1
829,64.25,50.0,84.77,53.73,65.27,0.5,0.15,1.0,0.0,0.0,0.0,1,1
830,64.3,50.0,84.01,53.73,65.22,0.5,0.15,1.0,0.0,0.0,0.0,1,1
831,64.34,50.0,83.35,53.73,65.28,0.5,0.15,1.0,0.0,0.0,0.0,1,1
832,64.39,50.0,82.8,53.73,65.37,0.5,0.15,1.0,0.0,0.0,0.0,1,1
833,64.43,50.0,82.75,53.73,65.43,0.5,0.15,1.0,0.0,0.0,0.0,1,1
834,64.49,50.0,82.52,53.73,65.46,0.5,0.15,1.0,0.0,0.0,0.0,1,1
835,64.55,50.0,82.32,53.73,65.55,0.5,0.15,1.0,0.0,0.0,0.0,1,1
836,64.61,50.0,81.76,53.73,65.63,0.5,0.15,1.0,0.0,0.0,0.0,1,1
837,64.67,50.0,81.54,53.73,65.77,0.5,0.15,1.0,0.0,0.0,0.0,1,1
838,64.74,50.0,81.16,53.73,65.83,0.5,0.15,1.0,0.0,0.0,0.0,1,1
839,64.8,50.0,80.72,53.73,65.83,0.5,0.15,1.0,0.0,0.0,0.0,1,1
840,64.87,50.0,80.43,55.71,65.79,0.5,0.15,1.0,0.0,0.0,0.0,1,1
841,64.92,50.0,80.03,55.71,65.83,0.5,0.15,1.0,0.0,0.0,0.0,1,1
842,64.97,50.0,79.89,55.71,65.9,0.5,0.15,1.0,0.0,0.0,0.0,1,1
843,65.04,50.0,79.43,55.71,65.99,0.5,0.15,1.0,0.0,0.0,0.0,1,1
844,65.11,50.0,79.04,55.71,66.07,0.5,0.15,1.0,0.0,0.0,0.0,1,1
845,65.17,50.0,78.48,55.71,66.09,0.5,0.15,1.0,0.0,0.0,0.0,1,1
846,65.23,50.0,77.86,55.71,66.15,0.5,0.15,1.0,0.0,0.0,0.0,1,1
847,65.26,50.0,77.7,55.71,66.19,0.5,0.15,1.0,0.0,0.0,0.0,1,1
848,65.28,50.0,77.25,55.71,66.21,0.5,0.15,1.0,0.0,0.0,0.0,1,1
849,65.3,50.0,76.38,55.71,66.3,0.5,0.15,1.0,0.0,0.0,0.0,1,1
850,65.3,50.0,75.69,55.71,66.35,0.5,0.15,1.0,0.0,0.0,0.0,1,1
851,65.32,50.0,75.5,55.71,66.32,0.5,0.15,1.0,0.0,0.0,0.0,1,1
852,65.31,50.0,75.16,55.71,66.3,0.5,0.15,1.0,0.0,0.0,0.0,1,1
853,65.28,50.0,75.0,55.71,66.27,0.5,0.15,1.0,0.0,0.0,0.0,1,1
854,65.28,50.0,74.58,55.71,66.24,0.5,0.15,1.0,0.0,0.0,0.0,1,1
855,65.28,50.0,74.08,57.35,66.28,0.5,0.15,1.0,0.0,0.0,0.0,1,1
856,65.27,50.0,74.49,57.35,66.2,0.5,0.15,1.0,0.0,0.0,0.0,1,1
857,65.26,50.0,74.36,57.35,66.13,0.5,0.15,1.0,0.0,0.0,0.0,1,1
858,65.23,50.0,74.44,57.35,66.14,0.5,0.15,1.0,0.0,0.0,0.0,1,1
859,65.21,50.0,74.48,57.35,66.18,0.5,0.15,1.0,0.0,0.0,0.0,1,1
860,65.21,50.0,74.24,57.35,66.19,0.5,0.15,1.0,0.0,0.0,0.0,1,1
861,65.23,50.0,74.39,57.35,66.17,0.5,0.15,1.0,0.0,0.0,0.0,1,1
862,65.21,50.0,74.66,57.35,66.25,0.5,0.15,1.0,0.0,0.0,0.0,1,1
863,65.23,50.0,74.63,57.35,66.31,0.5,0.15,1.0,0.0,0.0,0.0,1,1
864,65.25,50.0,74.89,57.35,66.35,0.5,0.15,1.0,0.0,0.0,0.0,1,1
865,65.26,50.0,74.65,57.35,66.38,0.5,0.15,1.0,0.0,0.0,0.0,1,1
866,65.29,50.0,74.65,57.35,66.38,0.5,0.15,1.0,0.0,0.0,0.0,1,1
867,65.31,50.0,74.64,57.35,66.3,0.5,0.15,1.0,0.0,0.0,0.0,1,1
868,65.32,50.0,74.57,57.35,66.26,0.5,0.15,1.0,0.0,0.0,0.0,1,1
869,65.32,50.0,74.7,57.35,66.3,0.5,0.15,1.0,0.0,0.0,0.0,1,1
870,65.34,50.0,74.58,56.43,66.29,0.5,0.15,1.0,0.0,0.0,0.0,1,1
871,65.36,50.0,74.51,56.43,66.25,0.5,0.15,1.0,0.0,0.0,0.0,1,1
872,65.37,50.0,74.18,56.43,66.24,0.5,0.15,1.0,0.0,0.0,0.0,1,1
873,65.37,50.0,74.47,56.43,66.14,0.5,0.15,1.0,0.0,0.0,0.0,1,1
874,65.38,50.0,74.3,56.43,66.13,0.5,0.15,1.0,0.0,0.0,0.0,1,1
875,65.4,50.0,74.07,56.43,66.07,0.5,0.15,1.0,0.0,0.0,0.0,1,1
876,65.4,50.0,74.03,56.43,66.12,0.5,0.15,1.0,0.0,0.0,0.0,1,1
877,65.43,50.0,73.64,56.43,66.11,0.5,0.15,1.0,0.0,0.0,0.0,1,1
878,65.44,50.0,73.62,56.43,66.11,0.5,0.15,1.0,0.0,0.0,0.0,1,1
879,65.45,50.0,73.25,56.43,66.09,0.5,0.15,1.0,0.0,0.0,0.0,1,1
880,65.47,50.0,72.98,56.43,66.12,0.5,0.15,1.0,0.0,0.0,0.0,1,1
881,65.48,50.0,73.13,56.43,66.08,0.5,0.15,1.0,0.0,0.0,0.0,1,1
882,65.5,50.0,73.04,56.43,66.04,0.5,0.15,1.0,0.0,0.0,0.0,1,1
883,65.5,50.0,73.0,56.43,66.02,0.5,0.15,1.0,0.0,0.0,0.0,1,1
884,65.5,50.0,72.62,56.43,66.0,0.5,0.15,1.0,0.0,0.0,0.0,1,1
885,65.49,50.0,72.8,56.12,66.04,0.5,0.15,1.0,0.0,0.0,0.0,1,1
886,65.49,50.0,72.67,56.12,66.03,0.5,0.15,1.0,0.0,0.0,0.0,1,1
887,65.49,50.0,72.5,56.12,66.15,0.5,0.15,1.0,0.0,0.0,0.0,1,1
888,65.48,50.0,72.64,56.12,66.17,0.5,0.15,1.0,0.0,0.0,0.0,1,1
889,65.46,50.0,72.75,56.12,66.09,0.5,0.15,1.0,0.0,0.0,0.0,1,1
890,65.42,50.0,72.87,56.12,66.06,0.5,0.15,1.0,0.0,0.0,0.0,1,1
891,65.37,50.0,72.93,56.12,66.01,0.5,0.15,1.0,0.0,0.0,0.0,1,1
892,65.33,50.0,72.86,56.12,66.01,0.5,0.15,1.0,0.0,0.0,0.0,1,1
893,65.29,50.0,73.74,56.12,66.03,0.5,0.15,1.0,0.0,0.0,0.0,1,1
894,65.24,50.0,73.82,56.12,65.97,0.5,0.15,1.0,0.0,0.0,0.0,1,1
895,65.19,50.0,74.33,56.12,65.83,0.5,0.15,1.0,0.0,0.0,0.0,1,1
896,65.15,50.0,74.7,56.12,65.79,0.5,0.15,1.0,0.0,0.0,0.0,1,1
897,65.1,50.0,75.03,56.12,65.8,0.5,0.15,1.0,0.0,0.0,0.0,1,1
898,65.07,50.0,75.86,56.12,65.82,0.5,0.15,1.0,0.0,0.0,0.0,1,1
899,65.04,50.0,76.04,56.12,65.73,0.5,0.15,1.0,0.0,0.0,0.0,1,1
900,65.01,50.0,76.35,54.64,65.71,0.5,0.15,1.0,0.0,0.0,0.0,1,1
901,64.99,50.0,76.96,54.64,65.7,0.5,0.15,1.0,0.0,0.0,0.0,1,1
902,64.97,50.0,77.33,54.64,65.66,0.5,0.15,1.0,0.0,0.0,0.0,1,1
903,64.94,50.0,77.62,54.64,65.57,0.5,0.15,1.0,0.0,0.0,0.0,1,1
904,64.91,50.0,78.52,54.64,65.53,0.5,0.15,1.0,0.0,0.0,0.0,1,1
905,64.91,50.0,78.32,54.64,65.5,0.5,0.15,1.0,0.0,0.0,0.0,1,1
906,64.9,50.0,78.96,54.64,65.44,0.5,0.15,1.0,0.0,0.0,0.0,1,1
907,64.89,50.0,79.28,54.64,65.46,0.5,0.15,1.0,0.0,0.0,0.0,1,1
908,64.87,50.0,79.49,54.64,65.42,0.5,0.15,1.0,0.0,0.0,0.0,1,1
909,64.86,50.0,79.79,54.64,65.43,0.5,0.15,1.0,0.0,0.0,0.0,1,1
910,64.85,50.0,79.94,54.64,65.39,0.5,0.15,1.0,0.0,0.0,0.0,1,1
911,64.85,50.0,79.76,54.64,65.38,0.5,0.15,1.0,0.0,0.0,0.0,1,1
912,64.83,50.0,79.76,54.64,65.41,0.5,0.15,1.0,0.0,0.0,0.0,1,1
913,64.85,50.0,79.99,54.64,65.38,0.5,0.15,1.0,0.0,0.0,0.0,1,1
914,64.85,50.0,79.55,54.64,65.33,0.5,0.15,1.0,0.0,0.0,0.0,1,1
915,64.85,50.0,79.22,53.74,65.33,0.5,0.15,1.0,0.0,0.0,0.0,1,1
916,64.86,50.0,79.54,53.74,65.31,0.5,0.15,1.0,0.0,0.0,0.0,1,1
917,64.86,50.0,79.4,53.74,65.22,0.5,0.15,1.0,0.0,0.0,0.0,1,1
918,64.86,50.0,79.7,53.74,65.24,0.5,0.15,1.0,0.0,0.0,0.0,1,1
919,64.85,50.0,79.7,53.74,65.16,0.5,0.15,1.0,0.0,0.0,0.0,1,1
920,64.85,50.0,79.87,53.74,65.16,0.5,0.15,1.0,0.0,0.0,0.0,1,1
921,64.85,50.0,80.03,53.74,65.14,0.5,0.15,1.0,0.0,0.0,0.0,1,1
922,64.83,50.0,79.91,53.74,65.21,0.5,0.15,1.0,0.0,0.0,0.0,1,1
923,64.83,50.0,80.19,53.74,65.23,0.5,0.15,1.0,0.0,0.0,0.0,1,1
924,64.82,50.0,80.34,53.74,65.2,0.5,0.15,1.0,0.0,0.0,0.0,1,1
925,64.8,50.0,80.58,53.74,65.2,0.5,0.15,1.0,0.0,0.0,0.0,1,1
926,64.77,50.0,80.97,53.74,65.17,0.5,0.15,1.0,0.0,0.0,0.0,1,1
927,64.72,50.0,81.38,53.74,65.14,0.5,0.15,1.0,0.0,0.0,0.0,1,1
928,64.68,50.0,81.82,53.74,65.24,0.5,0.15,1.0,0.0,0.0,0.0,1,1
929,64.63,50.0,82.03,53.74,65.2,0.5,0.15,1.0,0.0,0.0,0.0,1,1
930,64.59,50.0,82.31,53.52,65.15,0.5,0.15,1.0,0.0,0.0,0.0,1,1
931,64.55,50.0,82.75,53.52,65.08,0.5,0.15,1.0,0.0,0.0,0.0,1,1
932,64.51,50.0,83.27,53.52,65.01,0.5,0.15,1.0,0.0,0.0,0.0,1,1
933,64.46,50.0,83.87,53.52,64.96,0.5,0.15,1.0,0.0,0.0,0.0,1,1
934,64.42,50.0,84.3,53.52,64.9,0.5,0.15,1.0,0.0,0.0,0.0,1,1
935,64.37,50.0,84.56,53.52,64.85,0.5,0.15,1.0,0.0,0.0,0.0,1,1
936,64.33,50.0,85.01,53.52,64.85,0.5,0.15,1.0,0.0,0.0,0.0,1,1
937,64.29,50.0,85.64,53.52,64.81,0.5,0.15,1.0,0.0,0.0,0.0,1,1
938,64.26,50.0,86.0,53.52,64.77,0.5,0.15,1.0,0.0,0.0,0.0,1,1
939,64.24,50.0,86.0,53.52,64.69,0.5,0.15,1.0,0.0,0.0,0.0,1,1
940,64.21,50.0,86.0,53.52,64.61,0.5,0.15,1.0,0.0,0.0,0.0,1,1
941,64.19,50.0,86.0,53.52,64.62,0.5,0.15,1.0,0.0,0.0,0.0,1,1
942,64.17,50.0,86.0,53.52,64.7,0.5,0.15,1.0,0.0,0.0,0.0,1,1
943,64.16,50.0,86.0,53.52,64.73,0.5,0.15,1.0,0.0,0.0,0.0,1,1
944,64.16,50.0,86.0,53.52,64.7,0.5,0.15,1.0,0.0,0.0,0.0,1,1
945,64.14,50.0,86.0,52.56,64.63,0.5,0.15,1.0,0.0,0.0,0.0,1,1
946,64.14,50.0,86.0,52.56,64.63,0.5,0.15,1.0,0.0,0.0,0.0,1,1
947,64.13,50.0,86.0,52.56,64.61,0.5,0.15,1.0,0.0,0.0,0.0,1,1
948,64.12,50.0,86.0,52.56,64.55,0.5,0.15,1.0,0.0,0.0,0.0,1,1
949,64.1,50.0,86.0,52.56,64.48,0.5,0.15,1.0,0.0,0.0,0.0,1,1
950,64.11,50.0,86.0,52.56,64.45,0.5,0.15,1.0,0.0,0.0,0.0,1,1
951,64.1,50.0,86.0,52.56,64.38,0.5,0.15,1.0,0.0,0.0,0.0,1,1
952,64.08,50.0,86.0,52.56,64.32,0.5,0.15,1.0,0.0,0.0,0.0,1,1
953,64.06,50.0,86.0,52.56,64.23,0.5,0.15,1.0,0.0,0.0,0.0,1,1
954,64.05,50.0,86.0,52.56,64.25,0.5,0.15,1.0,0.0,0.0,0.0,1,1
955,64.05,50.0,86.0,52.56,64.3,0.5,0.15,1.0,0.0,0.0,0.0,1,1
956,64.06,50.0,86.0,52.56,64.31,0.5,0.15,1.0,0.0,0.0,0.0,1,1
957,64.05,50.0,86.0,52.56,64.21,0.5,0.15,1.0,0.0,0.0,0.0,1,1
958,64.05,50.0,86.0,52.56,64.18,0.5,0.15,1.0,0.0,0.0,0.0,1,1
959,64.04,50.0,86.0,52.56,64.23,0.5,0.15,1.0,0.0,0.0,0.0,1,1
960,64.04,50.0,86.0,52.45,64.21,0.5,0.15,1.0,0.0,0.0,0.0,1,1
961,64.04,50.0,86.0,52.45,64.19,0.5,0.15,1.0,0.0,0.0,0.0,1,1
962,64.05,50.0,86.0,52.45,64.22,0.5,0.15,1.0,0.0,0.0,0.0,1,1
963,64.04,50.0,86.0,52.45,64.26,0.5,0.15,1.0,0.0,0.0,0.0,1,1
964,64.02,50.0,86.0,52.45,64.28,0.5,0.15,1.0,0.0,0.0,0.0,1,1
965,64.0,50.0,86.0,52.45,64.39,0.5,0.15,1.0,0.0,0.0,0.0,1,1
966,63.98,50.0,86.0,52.45,64.45,0.5,0.15,1.0,0.0,0.0,0.0,1,1
967,63.96,50.0,86.0,52.45,64.46,0.5,0.15,1.0,0.0,0.0,0.0,1,1
968,63.93,50.0,86.0,52.45,64.47,0.5,0.15,1.0,0.0,0.0,0.0,1,1
969,63.91,50.0,86.0,52.45,64.49,0.5,0.15,1.0,0.0,0.0,0.0,1,1
970,63.9,50.0,86.0,52.45,64.57,0.5,0.15,1.0,0.0,0.0,0.0,1,1
971,63.88,50.0,86.0,52.45,64.56,0.5,0.15,1.0,0.0,0.0,0.0,1,1
972,63.86,50.0,86.0,52.45,64.56,0.5,0.15,1.0,0.0,0.0,0.0,1,1
973,63.86,50.0,86.0,52.45,64.61,0.5,0.15,1.0,0.0,0.0,0.0,1,1
974,63.85,50.0,86.0,52.45,64.58,0.5,0.15,1.0,0.0,0.0,0.0,1,1
975,63.85,50.0,86.0,52.76,64.58,0.5,0.15,1.0,0.0,0.0,0.0,1,1
976,63.86,50.0,86.0,52.76,64.59,0.5,0.15,1.0,0.0,0.0,0.0,1,1
977,63.85,50.0,86.0,52.76,64.6,0.5,0.15,1.0,0.0,0.0,0.0,1,1
978,63.85,50.0,86.0,52.76,64.58,0.5,0.15,1.0,0.0,0.0,0.0,1,1
979,63.85,50.0,86.0,52.76,64.49,0.5,0.15,1.0,0.0,0.0,0.0,1,1
980,63.87,50.0,86.0,52.76,64.48,0.5,0.15,1.0,0.0,0.0,0.0,1,1
981,63.85,50.0,86.0,52.76,64.48,0.5,0.15,1.0,0.0,0.0,0.0,1,1
982,63.86,50.0,86.0,52.76,64.53,0.5,0.15,1.0,0.0,0.0,0.0,1,1
983,63.87,50.0,86.0,52.76,64.55,0.5,0.15,1.0,0.0,0.0,0.0,1,1
984,63.87,50.0,86.0,52.76,64.56,0.5,0.15,1.0,0.0,0.0,0.0,1,1
985,63.89,50.0,86.0,52.76,64.56,0.5,0.15,1.0,0.0,0.0,0.0,1,1
986,63.9,50.0,86.0,52.76,64.53,0.5,0.15,1.0,0.0,0.0,0.0,1,1
987,63.93,50.0,86.0,52.76,64.55,0.5,0.15,1.0,0.0,0.0,0.0,1,1
988,63.95,50.0,86.0,52.76,64.65,0.5,0.15,1.0,0.0,0.0,0.0,1,1
989,63.99,50.0,86.0,52.76,64.76,0.5,0.15,1.0,0.0,0.0,0.0,1,1
990,64.02,50.0,86.0,53.7,64.72,0.5,0.15,1.0,0.0,0.0,0.0,1,1
991,64.05,50.0,86.0,53.7,64.72,0.5,0.15,1.0,0.0,0.0,0.0,1,1
992,64.08,50.0,86.0,53.7,64.72,0.5,0.15,1.0,0.0,0.0,0.0,1,1
993,64.11,50.0,86.0,53.7,64.74,0.5,0.15,1.0,0.0,0.0,0.0,1,1
994,64.14,50.0,86.0,53.7,64.7,0.5,0.15,1.0,0.0,0.0,0.0,1,1
995,64.17,50.0,86.0,53.7,64.7,0.5,0.15,1.0,0.0,0.0,0.0,1,1
996,64.18,50.0,86.0,53.7,64.7,0.5,0.15,1.0,0.0,0.0,0.0,1,1
997,64.2,50.0,86.0,53.7,64.7,0.5,0.15,1.0,0.0,0.0,0.0,1,1
998,64.22,50.0,86.0,53.7,64.63,0.5,0.15,1.0,0.0,0.0,0.0,1,1
999,64.23,50.0,86.0,53.7,64.74,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1000,64.26,50.0,86.0,53.7,64.81,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1001,64.29,50.0,86.0,53.7,64.79,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1002,64.31,50.0,86.0,53.7,64.74,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1003,64.33,50.0,86.0,53.7,64.69,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1004,64.31,50.0,86.0,53.7,64.7,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1005,64.29,50.0,86.0,53.44,64.68,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1006,64.27,50.0,86.0,53.44,64.67,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1007,64.23,50.0,86.0,53.44,64.65,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1008,64.2,50.0,86.0,53.44,64.59,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1009,64.15,50.0,86.0,53.44,64.6,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1010,64.1,50.0,86.0,53.44,64.63,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1011,64.05,50.0,86.0,53.44,64.59,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1012,64.01,50.0,86.0,53.44,64.59,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1013,63.96,50.0,86.0,53.44,64.5,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1014,63.92,50.0,86.0,53.44,64.45,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1015,63.88,50.0,86.0,53.44,64.47,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1016,63.85,50.0,86.0,53.44,64.46,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1017,63.83,50.0,86.0,53.44,64.47,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1018,63.82,50.0,86.0,53.44,64.41,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1019,63.79,50.0,86.0,53.44,64.36,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1020,63.78,50.0,86.0,52.98,64.38,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1021,63.76,50.0,86.0,52.98,64.35,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1022,63.76,50.0,86.0,52.98,64.35,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1023,63.76,50.0,86.0,52.98,64.38,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1024,63.77,50.0,86.0,52.98,64.39,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1025,63.77,50.0,86.0,52.98,64.37,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1026,63.78,50.0,86.0,52.98,64.31,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1027,63.77,50.0,86.0,52.98,64.22,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1028,63.75,50.0,86.0,52.98,64.17,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1029,63.74,50.0,86.0,52.98,64.15,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1030,63.72,50.0,86.0,52.98,64.08,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1031,63.72,50.0,86.0,52.98,64.04,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1032,63.71,50.0,86.0,52.98,63.98,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1033,63.71,50.0,86.0,52.98,63.97,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1034,63.7,50.0,86.0,52.98,63.96,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1035,63.69,50.0,86.0,52.98,63.92,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1036,63.69,50.0,86.0,52.98,63.95,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1037,63.69,50.26,86.0,52.98,63.99,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1038,63.7,50.3,86.0,52.98,63.97,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1039,63.71,50.69,86.0,52.98,63.95,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1040,63.73,51.1,86.0,52.98,63.91,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1041,63.72,51.12,86.0,52.98,63.84,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1042,63.72,51.28,86.0,52.98,63.84,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1043,63.7,51.64,86.0,52.98,63.92,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1044,63.7,51.72,86.0,52.98,63.88,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1045,63.68,52.12,86.0,52.98,63.85,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1046,63.66,52.79,86.0,52.98,63.76,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1047,63.62,52.98,86.0,52.98,63.74,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1048,63.57,53.42,86.0,52.98,63.66,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1049,63.51,53.45,86.0,52.98,63.64,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1050,63.46,54.14,86.0,52.44,63.65,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1051,63.4,54.1,86.0,52.44,63.66,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1052,63.34,54.38,86.0,52.44,63.61,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1053,63.28,54.87,86.0,52.44,63.53,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1054,63.24,55.45,86.0,52.44,63.43,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1055,63.18,55.49,86.0,52.44,63.42,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1056,63.13,55.88,86.0,52.44,63.39,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1057,63.09,56.13,86.0,52.44,63.33,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1058,63.05,56.53,86.0,52.44,63.35,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1059,63.02,57.38,86.0,52.44,63.33,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1060,62.99,57.62,86.0,52.44,63.29,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1061,62.96,58.09,86.0,52.44,63.35,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1062,62.94,58.74,86.0,52.44,63.34,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1063,62.92,58.83,86.0,52.44,63.38,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1064,62.92,59.11,86.0,52.44,63.39,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1065,62.93,59.82,86.0,52.37,63.31,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1066,62.91,60.26,86.0,52.37,63.26,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1067,62.91,60.62,86.0,52.37,63.32,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1068,62.92,60.89,86.0,52.37,63.3,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1069,62.92,61.54,86.0,52.37,63.29,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1070,62.91,61.91,86.0,52.37,63.25,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1071,62.9,62.11,86.0,52.37,63.17,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1072,62.9,63.08,86.0,52.37,63.12,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1073,62.91,63.29,86.0,52.37,63.13,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1074,62.9,63.83,86.0,52.37,63.08,0.5,0.15,1.0,0.0,0.0,0.0,1,1
1075,62.9,64.31,86.0,52.37,63.02,0.5,0.15,1.0,0.0,0.0,0.003600605,1,1
1076,62.88,64.82,86.0,52.37,63.0,0.5,0.15,1.0,0.0,0.0,0.022889882,1,1
1077,62.86,65.29,86.0,52.37,63.0,0.5,0.15,1.0,0.0,0.0,0.064862168,1,1
1078,62.87,65.75,86.0,52.37,62.98,0.5,0.15,1.0,0.0,0.0,0.10760146,1,1
1079,62.87,66.44,86.0,52.37,62.97,0.5,0.15,1.0,0.0,0.0,0.157427441,1,1
1080,62.87,66.88,86.0,51.87,62.97,0.5,0.06375,1.0,0.0,0.0,0.077452554,0,1
